Username,Stars,Review Text,Review Date,Review Usefulness,Sentiment Label,Sentiment Score
K. B,3.0 out of 5 stars,When it actually does the set routines it's awesome! But it often goes rogue and does whatever the hell it wants to. It's 5% brightness is way too bright for my kids room but it is nice to be able to pick the colors each night as a treat. The kids love the rainbow timer and have fun playing to the disco light.,"Reviewed in the United States on July 8, 2020",One person found this helpful,POSITIVE,0.9978139400482178
motormthmom,3.0 out of 5 stars,I purchased two of these for my greatgrandchild and a grandchild.  The Parents of said children have said Thanks but no thanks after reading reviews and the functionality of the product. They said its difficult to use.  They also only have one Alexa in their homes.  These two items are sitting in my middle bedroom still in their boxes. I know its late but I dont want them.  Please send me a return label.,"Reviewed in the United States on February 22, 2021",No Data,NEGATIVE,0.9987534284591675
CyberFiberGal,2.0 out of 5 stars,"I love the idea of the Glow.  I really *want* to like this.  However, I cannot make the ""wake up"" alarm feature work no matter what I try.  Despite setting the Glow to gradually get brighter over 1/2 an hour, the light just turns on full strength, no slowly getting brighter.  Same issue in reverse trying to get the light to go from bright to dim at night.  The color-changing feature is pretty, and it is a fun accessory, but if you are hoping to use this as a ""dawn simulator"" sort of thing, you are likely to be disappointed.  Here's hoping for updates.","Reviewed in the United States on January 8, 2020",No Data,POSITIVE,0.9977229237556458
Sound Lover,1.0 out of 5 stars,"No impressed at all. The tap feature is so buggy and just plain doesn't work most of the time. I used to be able to change the mode by telling Alexa to ""change the glow to underwater"" for example and now it just dims the current solid color. The whole unit is so buggy and quite aggravating!","Reviewed in the United States on November 1, 2020",One person found this helpful,NEGATIVE,0.9995589852333069
Uncwhiz,5.0 out of 5 stars,"I bought this for my grandchildren to use when they come to visit.  It works on the dimmest setting as a nightlight, but it's also a teaching tool for colors.  My 2-year-old grandson talks to my Echo to get her to turn the light on and then chooses the color he wants to see.  (Echo doesn't recognize his little voice, but he thinks she does - Nana just repeats what he says -  so it's all good.)  There are so many color possibilities and modes!  Love it.","Reviewed in the United States on August 18, 2020",No Data,POSITIVE,0.9997604489326477
Mara Grout,3.0 out of 5 stars,We use this as an Okay to Wake clock for our kids. The Alexa routines takes a little time to setup but once it’s setup it does what we need. We like that we can control it from the Alexa app if we decide to change the wake up time after the kids go to bed. But the setup was a little tricky and we did have to start from scratch once when we needed to reset it.  It would be nice if there were some built in routines to help with setup.,"Reviewed in the United States on December 25, 2020",No Data,NEGATIVE,0.9069607853889465
Joshua T. Wire,5.0 out of 5 stars,"This light is perfect for current echo users.  It’s probably best used if you have an echo in the same room but not necessary.  Just plug it in and add device in the Alexa app.  So easy.  From here you can give commands like turn light to turquoise.  Turn lamp to 35%.  Strobe, rainbow (Cycle), dim, etc all work.  You can also set an alarm to the light to slowly wake you up.  No need to use the app to find the device and color.  You can if needed though.The light itself is a little smaller than expected (Cantaloupe) but perfect for a night light or around your entertainment center.  It puts off a nice variety of colors.  While the hue lamp might be a bit brighter and larger it requires the hub and costs $30 more.  I own both and would recommend the Alexa light so far unless you get into the hue light scene capability.So far these are great lights.  I would like to see an echo + light + clock all in one.","Reviewed in the United States on November 20, 2019",23 people found this helpful,NEGATIVE,0.8034682869911194
Jonathan B. Albarran,1.0 out of 5 stars,"Two ancillary points to be made about the device itself: the light is not bright enough to use for reading, and the device is very, very small. The pictures don't really tell you how small it is.But more importantly, your family's and specifically your child's privacy will be lost with the use of the device.This review is not about Alexa listening in on your child's conversations. It is about Amazon availing themselves of the fact that the device was created for children so they can tap into all the information your Amazon account might hold on the children. When you set it up, Alexa tells you that you MUST give parental consent to be able to use the lamp. Even if no child is using the lamp or if there is no child in the home.But here's the kicker: in giving parental consent to your children's profiles, you are also giving Alexa consent to your own! JUST TO TURN ON A LIGHT!The disclosure reads:""Your permission will apply to the following profiles:For certain Amazon kid services, like FreeTime on Alexa, we need permission to collect personal information. Your consent will apply to Amazon's collection of personal infomration in connection with all kid services requiring permission.""It then goes on to list all the profiles under your Amazon account to which you are granting it access. Then you put in your Amazon password. Then you put in a 6 digit code they text you. Then you read a parental consent form (Am I checking in to a skydiving facility with my child here, or just turning on a lamp?!) that includes the following statement:""...children may share and we may collect personal information...(which) could include, for example, name, birthdate, contact information (including phone numbers and e-mail addresses), voice, photos, videos, location, certain activity and device information, and certain other types of information...""This is vile and offensive. Amazon is so desperate to get at your family's information that they use a child's lamp as an excuse to access it, all in the name of your child's protection.I could not rail against a device more than I do this one.","Reviewed in the United States on August 12, 2020",19 people found this helpful,NEGATIVE,0.9995593428611755
Karen Herring,5.0 out of 5 stars,"I purchased this for myself (no children in the home) and I am loving it. I had been using a nightlight skill on my Echo for a few years but sometimes Alexa had a hard time understanding my sleepy voice and by the time I said ""Alexa make my night light glow"" 3-4 times until she finally understood what I was saying I was wide awake lol. This little light is perfect. I still use Alexa to turn it on & I use it several times a night from the time I go to bed and then get up for the day & thus far, Alexa has understood me every time. I named it Archie & I just give Alexa the command to turn Archie on/off, increase/ decrease brightness, etc. I like the fact that I can adjust the brightness  - for example, when I first go to bed I like it a little brighter when I am arranging my pillows (I call it nesting); sometimes I leave it on all night. Having green eyes makes me very sensitive to lights especially at night & this gives me the option of changing to a color that does not make me squint or wake me up in the dead of night. I prefer the rotating colors but you can set it for a solid color or a campfire effect. It does have a disco effect but I haven't found much use for that but I am sure the kids would love that. You can set a timer or use it to help wake you up. I have 4 cats & it helps me see who is on the bed with me in the dark. I used to like it pitch black in the room but after a health scare this past summer I added a constant nightlight in my bedroom and I had yet to find one that didn't bother my eyes. I read this was coming out & pre-ordered it in September and I am glad that I waited & got this before buying anything else. I am all about Amazon and Alexa enabled devices & this is definitely a useful tool to add to my collection of devices in my home. You can change the setting from Alexa enabled to tapping the light to turn it off & on but mine is not on my nightstand and that wouldn't work for me. I don't see a need to have one in every room but I am sure if I had children in the home they would all want one. I remember when my daughter was a baby I installed a red bulb in a lamp in her room because I had read it would allow you to see without causing the wake up effects of a regular bulb. This would have been great to have back then & I could have experimented with different colors to see which worked best for my situation. The rotating colors blend seamlessly from one to the next creating a soothing effect if you are looking at it. I just got it so I can't speak as to how long it will last or what to do if the bulb(s) go out but I am sure a call to customer service will result in a quick answer when/if that time comes. There is no batteries so a power outage will be miserable since I am already attached to the convenience of it. I would definitely purchase this as a gift for a small child or expectant mother & I think that they would be delighted.","Reviewed in the United States on November 30, 2019",20 people found this helpful,POSITIVE,0.9993342757225037
gsxr,3.0 out of 5 stars,"This was recently given to me as a gift. It is a good device, not great, with some shortcomings. Yes, it is made in China, says that right on the bottom of the device. Hopefully many of these are software issues that will improve with future updates.Out of the box, it is an attractive light with a quality feeling glass dome, so be careful that it doesn’t get dropped and broken, especially when being used by chilldren. The power cord is a shiny white cord and plug that looks like something from the Apple universe, and it also has a large tag that has to be cut off, or annoyingly left in place. I had to be careful not to nick the power cord when cutting it off. I guess if this cord needs a warning, then every corded device that a person can buy needs a warning. And in order to activate the device, I had to go online, sign an Amazon electronic consent form, and enter my credit card CVV code, or it would not let me use the device. Since Amazon already has my credit card information, this was not so much a financial privacy issue, as just annoying. They do this because the device is marketed to children, but to my knowledge, a lot of toys can be bought on line from Amazon without signing consent forms. Maybe it was just put there on advice of Amazon’s legal team. I wondered if they want a consent form for seizure prone children, maybe because the light can be made to flash different colors, as in Disco mode, or flicker, as in Campfire mode? If so, I did not see a seizure warning on the consent form.Set up is fairly easy, and the instructions are included in the box. I set it up from the app, not from a Amazon Echo device; the app was fast and easier. For my other WiFi enable lightbulbs, I just needed to say “Alexa, set up my WiFi devices,” and they all worked. That did not work with the Glow, but using the app was fast. The Glow does not have a microphone, so it doesn’t take voice commands.The first and most difficult problem is that frequently, and this is very frequently, the Glow loses the WiFi Connection. Commands are frequently and intermittently responded to by “Sorry, ‘Glow’ is not responding,” if you name the device Glow. I tried different names for the device, none of the names affected this intermittent non-responding problem. If I wait one minute, it might work again without doing anything different, then a minute later, it may or may not respond again. Even when it loses the WiFi connection, the tap function and the switch on the back still work. The WiFi connection can be reset by going through the setup function again with the Alexa app, but this is time consuming and frustrating, and then the device will work for a few minutes, then start losing the connection again. It could be that the WiFi connection is weak for this device, but at least where I have it set up, there is an Echo Plus and an Echo Tap nearby, and it is only about 40 feet from the router, and the other devices continue to work fine while the Glow loses the connection. The Echo Plus is just inches away and almost never loses the connection. In addition, I have found that unplugging the device, and plugging it back in and waiting half a minute generally will reset the connection as well. This is faster than going through the app. I would be curious to see if this is just the device I received, or if it is a problem with others as well.The light is not very bright. It functions fine for entertainment for kids, (it is marketed for this purpose, so this is not a negative) but the kids get tired of it after a few minutes. It works as a night light, haven’t had it long enough to see if it fails due to losing the WiFi connection, but the first night it worked fine. It can be set to augment an alarm to wake up in the morning, but for the most part it should be set to white light and maximum brightness, and even then, probably should have a traditional alarm right next to it, because it is not likely to be bright enough to rouse most people from sleep. When it is in a color mode, it is even less bright, as is to be expected for the most part.  It can work fairly well for mood lighting in an otherwise dim room.The timer works fine, but again since it frequently loses the WiFi connection, it may be frustrating to set the timer.Regarding software updates, like with all Amazon devices, some of these may improve with future new hardware generations of the product, and it is not always clear that older products will be supported with future software releases. Sometimes this is due to limitations of the old hardware. Sometimes there is the maddening suspicion that the limits on software updates for older hardware is a way to force consumers to give up on old hardware and purchase new hardware. This occurs with Apple, Amazon, and many other devices. However at least with Amazon, the devices are usually much more economically priced, and the value for the product sometimes make it worthwhile to upgrade the hardware.All in all, it is a nice device; it would be better if the WiFi connectivity issue was not there. It is a reasonable first iteration and inexpensively priced, though maybe priced higher than some similar devices that are not in the Echo/Alexa family. Not certain I would buy another, but if the WiFi connectivity is fixed, and if future lights are a little larger and brighter, I think its niche could be expanded and it will become more popular. For example, I could see a lot of people wanting an Alexa enable device such as this, and paying more for it, if it was larger, brighter, had an onboard Alexa enabled speaker, and could be used as a morning wake up timer to gradually fill the room with light, especially for those living in Northern climes where it is darker in the morning and darker for more of the day. Unfortunately, it is not there yet.","Reviewed in the United States on December 1, 2019",24 people found this helpful,POSITIVE,0.9591107368469238
ed!,4.0 out of 5 stars,"I bought this primarily to use as a wakeup light alarm. It’s works well enough and the price is nice.The good:- inexpensive, colorful smart bulb- easy to program via Alexa app- no mic, so no spying in the bedroomThe not so good:- bulb does not get very bright. More like a nightlight or dimmer nightstand light. Look elsewhere if you need a brighter light.- no mic, so if you want to use voice commands, you need a separate device (but I actually prefer the lack of mic for my purposes)- it would be nice if they had a built-in clock display like the Echo Dot since I imagine most people will use this on their nightstand.- it would be nice if they had a sunrise sequence for lighting; one that goes from red to orange to yellow to white.  And, although you can program the light to ramp up/down the brightness over a period of 5-60 minutes, it does not always do so very smoothly. I have mine set to ramp up over 10 minutes, but it does so in a stepwise fashion instead of gradually increasing the brightness at a consistent pace over that 10 minute period.","Reviewed in the United States on October 24, 2020",12 people found this helpful,NEGATIVE,0.9957874417304993
Pony,5.0 out of 5 stars,"It was a great product I will say!My bf is a software engineer who worked on a part of this product for a long time with his teammates, and I only got to know this after the product was finally released two days ago. I decided to buy one for him as a gift.Recently he was so excited to check everyone’s review, and I know he might feel upset when he saw bad reviews. Maybe this product needs more time to be a “perfect one”, but for sure this one contains many people’s hard work. For a non-tech person like me, this product just works like magic.I will give 5 stars to let him know how awesome he is for working days and nights for what he loves.Customer like me will have the patience to wait for a better version in the future. Please just keep up the good work!I wrote this as a secret so hopefully he could see this review someday :)","Reviewed in the United States on November 24, 2019",16 people found this helpful,POSITIVE,0.9727800488471985
Chris T.,1.0 out of 5 stars,My experience had been a little bit different but equally frustrating.It took me 30 seconds to set this up in my daughters room paired with her echo kids edition.  After 24hrs the light is totally unresponsive.  My app says it’s powered on where I can change the brightness etc however in reality the light is off. Nothing.  Asking via Alexa says she can’t find the light.Useless.Update 1.After deleting the device from the Alexa mobile all I was able to go back through the setup and the light appears to be working again.  I will continue to test for a few days before revising my review.*NOTE* - I did receive a call from Amazon. Tech support based on my first review with 30 min of writing the review. A+ for Amazon customer service.,"Reviewed in the United States on December 26, 2019",16 people found this helpful,NEGATIVE,0.9997103810310364
Kinnick Fox,3.0 out of 5 stars,"Edit: after preforming a factory reset the glow paired with the qr code as intended. The glow works great as a lamp and light source but but the lap feature is finicky and it gets a little hairy when trying to do anything fancy with it (i.e. Alexa, set a two minute rainbow sleep timer on nursery lamp) to be met with ""Sorry I dont know that"". This can be frustrating but it's all part of finding the limits of new technology.Original post: I have set up 5 echos, 4 Philip's hue bulbs, 2 smart plugs, my entertainment system, and a roomba to work with the amazon's smart home system. A lamp made by amazon with the word echo on it that comes ""pre-paired"" to my account should be a breeze. So why have I spent an hour trying to get this lamp paired to my devices? My guess is shotty software on Amazon's part. I may raise my review score once the issue is taken care of but for right now I have a 30 dollar blinking orange lamp. Spend your money wisely and get a Philip's hue.","Reviewed in the United States on November 20, 2019",17 people found this helpful,NEGATIVE,0.9954687356948853
Scott,5.0 out of 5 stars,"I bought this for my autistic teenage daughter in order to: aid her daily routines; provide some low level colored light; and encourage her to speak to Alexa. I'm not sure that it would be much more than just a $30 gimmick without similarly specific wants.minus one star...Connecting it to my WiFi was very clunky and extremely tasking with some of the smallest font sizes that I have ever had to read. I opted to set it up via a Fire Tablet's Alexa App. IMPORTANT: if you lock down your WiFi to pre-defined Mac addresses, then you'll be happy to know that the Mac address is provided on the bottom of the box. In a font size of freakin' two.I immediately created four daily time routines for it, and I look forward to seeing them happen real time. (i.e. 7am Alexa says ""Good morning"", turn light on with bright solid gold color)Kudos that Alexa could immediately identify and control the device by name on my Fire TV Cube.One week later (plus one star)..this item has exceeded our expectations during morning routines. We look forward to using it more as Alexa learns new skills.","Reviewed in the United States on November 20, 2019",16 people found this helpful,NEGATIVE,0.9989582300186157
the Carters,4.0 out of 5 stars,"I preordered this without really reading the full specs. I thought this had Alexa built in, it doesn’t. Not a huge deal as I have a bunch of Alexas already, but I was hoping it could function as an alarm clock and night light without another Alexa device in the room, it can’t. I bought this as an adjunct to my Echo Show. I use my show exclusively as an alarm clock. I know it can do a crap ton more, but honestly, I don’t need it to because I always have my iPad on hand. I love the show as an alarm clock especially because my wake up time differs from day to day and I hate fiddling with alarm clock settings. The voice commands are so nice and I like having the clock face to look at. The one thing I wish the show had is a light. I like a soft glow while winding down. Or, the ability to turn on a low light via voice commands for my midnight trips to the potty. (The show has a crappy flash light app that doesn’t allow you to change the brightness via voice commands.) I saw this echo glow and thought it was the solution to my echo show problems. And it totally is. Still think Amazon missed the boat by not including a night light with the show. And likewise, I think the glow should include a built in Alexa. But, they don’t, and having both is a doable workaround. The end result is that show plus glow gives me my perfect bedside setup. The only thing missing is a usb charging port. How I would love to plug my phone into my Alexa at night.","Reviewed in the United States on November 20, 2019",13 people found this helpful,NEGATIVE,0.896763265132904
thomas gore,1.0 out of 5 stars,"So for one, this product should be re marketed. I was excited for this as I was expecting this to be an echo lamp I could put in my room. That would be cool. I do not understand the parental approval regarding this considering it isn’t even worth a child operating at this point. I don’t see any value a child would have with this. However if it was an echo as well that could be damaging as well. If their was an Alexa child program instead the options of simple counting, to broader language learning programs could be instituted.This product would be liked by any smart home enthusiast, I don’t feel a child would be attracted to much to this. If they went all the way with this though they could have something once again","Reviewed in the United States on November 26, 2019",One person found this helpful,NEGATIVE,0.9986671209335327
Kayann,3.0 out of 5 stars,"When amazon had their outage I really HATED this device. Without a connection you cannot change the intensity of the light, it’s just automatically 100% which is much too bright for an average sized bedroom nightlight. With Alexa and WiFi, setting this nightlife to 5-9% brightness we LOVE it. However, losing connection to the amazon severs makes me wish I had bought a different product. We use this in my babies nursery.","Reviewed in the United States on December 3, 2020",No Data,NEGATIVE,0.9869693517684937
Savannah,3.0 out of 5 stars,"My son has really enjoyed using this glow in his room with his kid’s echo dot since he received it at Christmas. He used it nightly as his nightlight. Having to address it just the right way to the echo to get it to respond is annoying at times, as well as not being able to control it with the kid’s echo after FreeTime Bedtime is met. So...I’ve just learned that there’s only a 90 day warranty for this product, I thought for sure at least a year, but after reading up on it now that my son’s glow has suddenly stopped responding, I’ve learned otherwise. Really sad that the warranty doesn’t cover the device for longer.","Reviewed in the United States on June 10, 2020",2 people found this helpful,NEGATIVE,0.9983687996864319
C. Baber,5.0 out of 5 stars,"When we first opened it, it took two tries to connect it to our Echo and home network. I was frustrated because I thought it might be an annoying product, however, I was impressed as soon as it was connected.We needed a light option in our babies bedroom that wasnt a single bright bulb in the ceiling. We weren't able to use a smart bulb in the room, so we went with this product. It is solid, seems to be constructed well, and works well with either touching the sphere or using voice commands. We mostly use the Alexa app for Android, and that works without any hiccups.Pros:Multiple colors optionsMultiple modes (Campfire is my favorite)Solid and doesn't feel cheapSmall enough to hide in a corner or behind a plant or speakerCons:Hasn't been the easiest to program. I have to admit that I have not put more than two minutes into setting a routine, but what I did try did not work.","Reviewed in the United States on December 14, 2019",No Data,POSITIVE,0.996279776096344
Jenna Dawson,3.0 out of 5 stars,"I think I’ll be returning this soon. I got this to help my toddlers learn to transition throughout the day but it’s not really working the way I’d like it to. I had expected to be able to override settings and such, but whenever there’s music playing the light HAS to change as the music changes. This is especially frustrating because the light changes are abrupt and completely outside the mood. Like from dim blues to bright whites. Try as I might to get it to stay on one color it just won’t listen. I end up just turning the darn thing off as I’m putting the kids down.","Reviewed in the United States on March 28, 2020",One person found this helpful,NEGATIVE,0.9995040893554688
Adriana M. Hunter,5.0 out of 5 stars,"I didn't buy this for anyone but myself. Skip my grown children. Forget my grandkids. I bought this for my own, night blind  self. Love it. Takes a little getting used to because Alexa does not exactly do what I want her to do. That's ok. I'm used to training kids and my husband. More successful with Alexa than any of the above.Quite frankly, thirty bucks is too much for this lovely gadget. Twenty is more reasonable. Happy I have it. Handy for old people like me.","Reviewed in the United States on November 9, 2020",No Data,POSITIVE,0.99687260389328
Veronica Sims,2.0 out of 5 stars,"I bought 2 of these. I wanted them to be perfect. Not worth it. They disconnect from the internet all the time so I cannot turn them on. Pain on the a#$ to reconnect as the Alexa app takes forever, then stops and gives you a link to retry. I know it's not the Internet as I have dots, firesticks, ring cameras, and cubes all over the house that work with no issues.  I did try to reset it multiple times and it didn't stop glowing and blinking orange. Finally just had to unplug it. Unfortunate as I did call Amazon support the kid on the other end put me on hold to get answers when what he wanted me to try didn't work. I finally hung up at 27 minutes. Crazy waste of time. Pictures won't show anything as it sits off on my dresser.","Reviewed in the United States on December 26, 2019",No Data,NEGATIVE,0.9985672235488892
Kate,1.0 out of 5 stars,"I bought this as a night light for my son. The website description says “ Connect this multicolor smart lamp to your Echo device, and you can ask Alexa to change the color, adjust brightness, and create helpful routines. You can also control it with a tap.” This is false. You can’t control it with a tap. I plug it in and it flashes - the tap doesn’t do anything. I can’t stop it flashing between two colors which is not calming or appropriate when my son is going to bed.","Reviewed in the United States on July 7, 2021",No Data,NEGATIVE,0.9996515512466431
ammster1,5.0 out of 5 stars,Bought this for my youngest daughter since she always needs a little light for her room when going to sleep. Tried several before this and one that would need a never ending supply of batteries. This one requires no batteries and you can either adjust the brightness and colors on your Alexa app or by using your Alexa voice control. My daughter loves it. It has so many neat color combinations and she can even have a colorful dance party when she wants.,"Reviewed in the United States on August 10, 2021",No Data,POSITIVE,0.9951918125152588
I.S.,5.0 out of 5 stars,"This is a great replacement for regular nightlight for newly 9 yo.  The different modes like disco and underwater are fun, the gradual wake up scheduling is great in winter, and it's just overall cool for her.  The promo price is great.  I do think it's be nice to have a pricier version that combines a dot with the glow, but it's not a big deal since we already had a dot and the light is replacing a nightlight so not really more wires or anything. Very pleased overall.","Reviewed in the United States on September 4, 2020",No Data,POSITIVE,0.9951382875442505
Dana Happe,5.0 out of 5 stars,"Ordered this for my son while a promotion was running on it for a pretty good discount. He doesn't sleep well and many of the nightlights we've tried cast scary shadows. He uses an echo dot to stream nature songs at night, so integrating this was easy. The amount of light this emits is perfect. Lights up the room without making it too bright to sleep. The colors are nice and easy to change just by asking Alexa to make the light <insert color> . He's slept in his room all night long ever since! Now I need to purchase one for his sisters' room.","Reviewed in the United States on September 12, 2020",No Data,POSITIVE,0.9993509650230408
Lisa Bradley,5.0 out of 5 stars,"My kids love these lights. We programmed them to turn a certain color when it’s time to wake up (so they know if it’s too early in the morning and they should go back to sleep… it works somewhat… you know kids)!! Finding the settings to do that isn’t really intuitive in the Alexa app, but you can quickly Google how to do it or read the directions. The color flow option is my favorite during the day—dance parties!","Reviewed in the United States on August 28, 2021",No Data,POSITIVE,0.9915185570716858
t8washere,4.0 out of 5 stars,"This is a pretty solid little light. It is bright enough to use as a colored nightlight and the brightness adjustment is nice for those who don’t like light. We bought this to use as a training light for our daughter. It was pretty easy to setup with daily timers that changed when it was bedtime or time to get up. Overall, we like the light and our daughter seems to really like it too.","Reviewed in the United States on May 6, 2020",One person found this helpful,POSITIVE,0.9996556043624878
Alicia,5.0 out of 5 stars,Absolutely love it and so does my daughter I’ve been looking to get one and I went to my brothers house to visit my nieces who are 10 & 7 and they had one and they showed me everything it did and then when I saw it for 9.99 $ I knew I couldn’t pass it up and I’m glad I didn’t cause we both absolutely love it and neither of us can stop touching it lol I would say anyone with kids should have one of these it pretty amazing,"Reviewed in the United States on July 10, 2021",One person found this helpful,POSITIVE,0.9994113445281982
Amazon Customer,1.0 out of 5 stars,"Since its an Amazon product, I figured I could talk from my Amazon Echo to this. NOPE! its an over-sized night light that changes colors. Definitely not worth $30, probably closer to a $5-$10 product as it only changes light colors which you can only control through an app. you can't tell it to change anything as it doesn't have a mic in it. I probably wouldn't of bought it if I would of looked closer into it. Very poor engineering not to make it have a mic and be able to talk from another Alexa product.","Reviewed in the United States on May 18, 2020",One person found this helpful,NEGATIVE,0.9995569586753845
Belen,5.0 out of 5 stars,"So far, my son uses it mostly as a nightlight he can tap to change it's color.  We've tested the Alexa integration, but it doesn't seem to interest him.That said, it is an enjoyable nightlight with expanded functions available when we want to use them.","Reviewed in the United States on September 2, 2020",One person found this helpful,POSITIVE,0.8918812870979309
Raoul Duke online shopper,4.0 out of 5 stars,"Purchased this to use as a smart night light. No issues with using it with my Echo devices. You can ask Alexa to turn light on/off, change color of light and change brightness of light. My only complaint is I wish it had more color shades along the lines of other smart bulbs.Works for what I intended it for. I would purchase it again or recommend to a friend.","Reviewed in the United States on August 13, 2021",No Data,NEGATIVE,0.553910493850708
Amazon Customer,3.0 out of 5 stars,"SO the lights are a little fussy to integrate with a routine within Alexa. If you power up a light without any Echo devices already setup in your home, expect the unexpected. I found the best way to fix this issue was to, after all the echo's are set up, remove this device from the app, then re-add this device as new. However, it erased form all my programmed routines when I did that.Very little to not documentation or troubleshooting available for these.","Reviewed in the United States on September 26, 2020",No Data,NEGATIVE,0.999640941619873
Tekabonika,4.0 out of 5 stars,"We got this for our 5yo. Unfortunately I have t been able to locate our Alexa echo dot.Luckily I decided to just try and plug this in and see if it would work without it….IT DOES! Only issue is it shuts off on its own and he woke up in pitch blackness so he freaked out.Also note…this is VERY bright lol. Be mindful of that, if it’s ur kids nightlight. It might keep them up!","Reviewed in the United States on July 22, 2021",No Data,NEGATIVE,0.9800507426261902
HB,5.0 out of 5 stars,Purchased this as an adult night light for my Mom who has taken falls in the past.  Perfect item as the light can be turned on and off via voice and has adjustable brightness.  I set up the light in a hallway and it works perfectly.  My mom also has an Echo Show 5 and I use it to drop in on her and see her and she sees me...thank you Amazon for bringing such technology that helps keep us safe and connected during Covid,"Reviewed in the United States on August 23, 2020",No Data,POSITIVE,0.9997318387031555
James Byron,3.0 out of 5 stars,"Great as a nightlight. Annoyed by the separate power source. There’s a port on the back of my Alexa that this could’ve powered this, instead I have two outlets occupied.","Reviewed in the United States on November 20, 2019",3 people found this helpful,NEGATIVE,0.9995763897895813
Awesomus,1.0 out of 5 stars,"clumbsy. any vibration near it sets it off. put it on a dresser, the vibrations of a drawer closing sets it off. tap light isn't convenient at all. tap it to turn a color on to 100%, then you'd think you  tap it again to dim it back to what it was... but nope. its not that straightforward. it stays bright and just changes color, which is useless. why would i want to control color w a tap and not brightness?!","Reviewed in the United States on January 6, 2020",One person found this helpful,NEGATIVE,0.9996746778488159
Miguel,5.0 out of 5 stars,"Setup a glow in my kids bedroom tonight. Was pleased that they can turn it off / on via button, and change colors by touching the top of it — perfect for my 3 year old, and doesn’t require putting a microphone in their bedroom (which I don’t like the idea of doing). I can see a number of negative reviews, because they want it to function more like an “echo with light” vs just a light, but for kids it’s a delightful little light. Will play around with the sleep timer function and see how it goes!","Reviewed in the United States on December 25, 2019",No Data,POSITIVE,0.9955078363418579
Chyna  Chin,4.0 out of 5 stars,"Your browser does not support HTML5 video.


   Cute little echo lamp. I like to put different colors on.  Alexa can do it for you my little toddler likes it she likes to touch it and it changes color of the light. It do other stuff you just Gotta play with it","Reviewed in the United States on January 13, 2021",One person found this helpful,POSITIVE,0.9633740186691284
🪂LiQuiD-GX1🪂,5.0 out of 5 stars,"I pretty much use this cute little light as my night light. I enjoy the fact that I can control the brightness and change the colors with just my voice. Whenever I'm sitting at my computer desk and need a little light, I can just say the command words and it adjust accordingly.  It's a pretty nice little light gadget that has various usages and I love it. I would recommend it...ThankS !","Reviewed in the United States on June 15, 2021",No Data,POSITIVE,0.9997984766960144
cryptoman,1.0 out of 5 stars,"This seemingly simple product failed to work with my Echo Dot. I even reached out to Amazon customer service and spent 1 HOUR on the chat where the team tried to resolve the issue and referred me to their specialist. However, that ""specialist"" never responded and my problem remained unsolved after 2 weeks of waiting. So I returned the item and will never buy accessories for echo dot as I lost confidence.","Reviewed in the United States on September 19, 2020",No Data,NEGATIVE,0.9996623992919922
Chloe,5.0 out of 5 stars,"Not sure why so many people are hating on this product, it works exactly how it’s described. We use it primarily as an “okay to wake” light for our toddler and he loves it. He was able to pick whatever color he wanted for bed time and for his wake up time. At the end of the day, it’s a smart lamp, not an Alexa and I believe that’s where people are getting confused.","Reviewed in the United States on March 14, 2021",One person found this helpful,POSITIVE,0.99610835313797
Annie Heiliger,5.0 out of 5 stars,"We love the Echo Glow and the Kid's Alexa. It's easy to use, easy to set up, and does exactly what we want it to do. She easily understands my kids' voices and responds quickly in a way they understand. I bought this with the Kids' Echo and have set up routines to wake the kids up in the morning. The lamp turns on at 6am and gets them out of bed slowly. They love doing dance parties and changing the lights to ""Disco"" mode. We are loving making our home a smart home with various Echoes and smart lights!","Reviewed in the United States on February 24, 2021",No Data,POSITIVE,0.9997360110282898
J Abe Froman,1.0 out of 5 stars,"Won’t connect to wifi.Responds to phone during setup, but says provisioning error, even after resetting and unplugging several times.After working for a few months, it disconnected from wifi and my Echo couldn’t find it again.","Reviewed in the United States on February 2, 2021",One person found this helpful,NEGATIVE,0.9994159936904907
Anita,1.0 out of 5 stars,"I’m pretty unhappy with this product. I bought it because I wanted an “alarm clock” that would turn on everyday at a specified time. I scheduled the light to turn on in the app but for the light to turn on, the Glow requires my phone to be unlocked and have the app open. This means that I’m unable to use how I intended since I would be sleeping and not on my phone when I want the light to turn on.This may be unique since I don’t own any Alexa products, but the product description says it works fine with just having the Alexa app which is NOT accurate.Will look into returning unless someone lets me know how I can do what I want without having my phone open.","Reviewed in the United States on November 20, 2019",2 people found this helpful,NEGATIVE,0.9873121976852417
Jessica M Moore,4.0 out of 5 stars,"My 4 year old loves this “lamp.” She uses it as a night-light and it turns on when it’s time for her to wake up in the morning. It’s very interactive and I love that you can tell Alexa to turn it on and off. The only reason I give it 4 stars is because when she starts tapping on it to change its colors, it nixes the dim percentage and turns on 100% brightness. It drives me nuts because it’ll be completely dark and it’s temporarily blinding to her if it turns to a yellow or white color. So then I have to holler at Alexa to dim it. The 100% brightness is very very bright so it brings nice lighting, but the dim shouldn’t be cancelled when tapped on. But other than that, she (we) loooove it!","Reviewed in the United States on January 8, 2020",No Data,POSITIVE,0.9818487167358398
